ConditionRunId,Timestamp,ElapsedTime,SampleCount,Time,Camera_pos_x,Camera_pos_y,Camera_pos_z,Camera_rot_x,Camera_rot_y,Camera_rot_z,Screen_pos_x,Screen_pos_y,Screen_pos_z,Screen_rot_x,Screen_rot_y,Screen_rot_z,LeftShoulder_pos_x,LeftShoulder_pos_y,LeftShoulder_pos_z,LeftShoulder_rot_x,LeftShoulder_rot_y,LeftShoulder_rot_z,RightShoulder_pos_x,RightShoulder_pos_y,RightShoulder_pos_z,RightShoulder_rot_x,RightShoulder_rot_y,RightShoulder_rot_z
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3733470Z,0.9265310,67,0.9324341,8.737617,-0.5600395,-0.966671,0.6802478,0.2836468,359.2589,8.797998,-0.7005925,2.40428,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3952670Z,0.9484510,68,0.9544067,8.737653,-0.5600212,-0.966303,0.6349743,0.258489,359.2849,8.797998,-0.7005925,2.403987,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4059100Z,0.9590940,69,0.9641724,8.737573,-0.5600429,-0.9661999,0.6352552,0.2585558,359.2973,8.797998,-0.7005925,2.403853,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4297750Z,0.9829590,70,0.9875488,8.737602,-0.5600468,-0.9660308,0.6311283,0.248801,359.3152,8.797998,-0.7005925,2.403547,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4340040Z,0.9871880,71,0.9939575,8.737604,-0.5600702,-0.9658689,0.6500117,0.255156,359.3092,8.797998,-0.7005925,2.403453,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4514950Z,1.0046790,72,1.010498,8.737571,-0.5601523,-0.9655703,0.6677683,0.2506756,359.2773,8.797998,-0.7005925,2.40324,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4620780Z,1.0152620,73,1.021301,8.737564,-0.5601816,-0.9654355,0.675715,0.2558674,359.2642,8.797998,-0.7005925,2.403093,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4762160Z,1.0294000,74,1.035217,8.73754,-0.560184,-0.9653018,0.673106,0.2550953,359.2581,8.797998,-0.7005925,2.402907,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.4897880Z,1.0429720,75,1.04834,8.737576,-0.5601356,-0.9651471,0.6763406,0.2565079,359.2461,8.797998,-0.7005925,2.402733,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.5084310Z,1.0616150,76,1.068298,8.737526,-0.5601442,-0.9649225,0.6858703,0.24386,359.2622,8.797998,-0.7005925,2.402467,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
